question,answer,generate_answer
Văn bản thông báo về chương trình trao đổi sinh viên/ học viên kỳ mùa Xuân năm 2025 tại Đại học Kyoto của ĐHQGHN có số hiệu bao nhiêu?,3861/ĐHQGHN-HT&PT.,A: 3861/ĐHQGHN-HT&PT
Chương trình trao đổi sinh viên tại Đại học Waseda kỳ mùa Xuân trong năm 2025 được ĐHQGHN thông báo vào ngày tháng năm nào?,Ngày 07/08/2024.,Chương trình trao đổi sinh viên tại Đại học Waseda kỳ mùa Xuân trong năm 2025 được ĐHQGHN thông báo vào ngày 07/08/2024. 
Văn bản thông báo về chương trình trao đổi sinh viên tại Đại học Waseda kỳ mùa Xuân trong năm 2025 của ĐHQGHN có số hiệu bao nhiêu?,3693/ĐHQGHN-ĐT.,A: 3693/ĐHQGHN-ĐT
Các chương trình trao đổi sinh viên tại Trường Đại học Công nghệ có dành cho đối tượng học viên không?,Có.,Không biết
Sinh viên tốt nghiệp ngành Cơ kỹ thuật của Trường Đại học Công nghệ cần đạt chuẩn nào?,Chuẩn Khung trình độ Quốc gia Việt Nam theo Quyết định số 1982/QĐ-TTg năm 2016.,- Kỹ năng chuyên môn
Sinh viên tốt nghiệp ngành Cơ kỹ thuật cần có bao nhiêu tín chỉ?,150 tín chỉ.,"150 tín chỉ (không tính các học phần Giáo dục thể chất, Giáo dục quốc phòng - an ninh) "
Sinh viên tốt nghiệp ngành Cơ kỹ thuật của Trường Đại học Công nghệ cần đạt bậc mấy trong khung trình độ giáo dục quốc gia?,Bậc 6/8.,Không biết
Chuẩn đầu ra về ngoại ngữ của sinh viên ngành Cơ kỹ thuật là gì?,Tương đương bậc 3 theo khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam.,Chuẩn đầu ra về ngoại ngữ của sinh viên ngành Cơ kỹ thuật là:
Sinh viên tốt nghiệp ngành Cơ kỹ thuật có thể làm việc ở những lĩnh vực nào?,"Cơ khí, Xây dựng, Giao thông, Thủy lợi, Môi trường, Dầu khí…",Sinh viên tốt nghiệp ngành Cơ kỹ thuật sau khi ra trường có thể làm việc ở những lĩnh vực sau:
Sinh viên tốt nghiệp ngành Cơ kỹ thuật có thể làm việc ở những vị trí nào?,"Kỹ sư kỹ thuật, chuyên viên phân tích, nghiên cứu viên và giảng viên.",Sinh viên tốt nghiệp ngành Cơ kỹ thuật sau khi ra trường có thể làm việc ở những vị trí như sau:
Sinh viên tốt nghiệp ngành Cơ kỹ thuật có thể tiếp tục học ở bậc học nào?,Bậc sau đại học các chuyên ngành thuộc lĩnh vực Cơ kỹ thuật.,Sinh viên tốt nghiệp ngành Cơ kỹ thuật có thể tiếp tục học ở bậc sau đại học các chuyên ngành thuộc lĩnh vực Cơ kỹ thuật và Nghiên cứu triển khai các ứng dụng của ngành cơ kỹ thuật trong thực tế.
Kiến thức nào được bổ sung cho sinh viên Cơ kỹ thuật thuộc lĩnh vực công nghệ?,"Mạng máy tính, quản lý và chuyên nghiệp trong công nghệ; công nghệ phần mềm, vật liệu tiên tiến trong công nghệ.",Kiến thức bổ trợ
Sinh viên ngành Cơ kỹ thuật định hướng chuyên sâu về Thủy khí công nghiệp và môi trường sẽ làm gì?,"Vận dụng kiến thức vào tính toán, đánh giá, phân tích các quá trình thủy khí động lực ứng dụng trong công nghiệp và môi trường.",Sinh viên ngành Cơ kỹ thuật định hướng chuyên sâu về Thủy khí công nghiệp và môi trường sẽ:
Sinh viên ngành Cơ kỹ thuật định hướng chuyên sâu về Cơ học kỹ thuật biển sẽ làm gì?,"Mô phỏng, phân tích, đánh giá các công trình ngoài khơi và ven bờ, tính toán, mô phỏng, đánh giá, dự báo các quá trình thủy thạch động lực và môi trường biển.",Sinh viên ngành Cơ kỹ thuật định hướng chuyên sâu về Cơ học kỹ thuật biển sẽ:
Sinh viên ngành Cơ điện tử cần có khả năng gì?,Đánh giá phân tích thiết kế hệ thống hoặc quá trình; sử dụng các công cụ hiện đại để phát triển các hệ thống cơ điện tử.,- Biết phát hiện vấn đề và mối tương quan giữa các vấn đề trong lĩnh vực công nghệ cơ điện tử;
Sinh viên ngành Cơ khí chuyên sâu về Công nghệ vũ trụ cần có kiến thức gì?,"Khí động lực học và công nghệ phóng đẩy, cơ học cấu trúc, cơ học bay, công nghệ vệ tinh.",Tôi không biết
Sinh viên tốt nghiệp ngành Cơ kỹ thuật có cần kỹ năng quản lý dự án không?,Có.,"Có, sinh viên tốt nghiệp ngành Cơ kỹ thuật cần kỹ năng quản lý dự án. Theo ngữ cảnh, họ có thể làm việc trong các vị trí như Kỹ sư kỹ thuật, thiết kế, quản lý nhóm, dự án, và cần"
Sinh viên tốt nghiệp ngành Cơ kỹ thuật cần có phẩm chất đạo đức nào?,"Trung thực, lễ độ, khiêm tốn, nhiệt tình, có trách nhiệm với công việc, trung thành với tổ chức, có trách nhiệm với xã hội, tuân thủ luật pháp, có ý thức phục vụ, nhiệt tình tham gia các hoạt động xã hội.","- Trung thực, khách quan, thúc đẩy công bằng và nhân đạo"
"Sau khi tốt nghiệp ngành Cơ khí kỹ thuật, sinh viên có thể làm việc ở đâu?","Các công trình xây dựng, các nhà máy cơ khí chế tạo, nhà máy thủy điện, điện hạt nhân, cũng như các doanh nghiệp liên quan đến xây dựng, giao thông, cơ sở hạ tầng.",Sinh viên tốt nghiệp ngành Cơ khí kỹ thuật sau khi ra trường có thể làm việc ở những vị trí như sau:
Tên đầy đủ của trường được đề cập trong văn bản là gì?,"Trường Đại học Công nghệ, Đại học Quốc gia Hà Nội.",Không biết
Văn bằng tốt nghiệp của ngành Trí tuệ nhân tạo là gì?,Không được đề cập rõ ràng trong văn bản.,Cử nhân ngành Trí tuệ nhân tạo
Sinh viên tốt nghiệp ngành Trí tuệ nhân tạo có thể học lên bậc học nào?,"Thạc sỹ, tiến sĩ.","Sinh viên tốt nghiệp ngành Trí tuệ nhân tạo có thể tiếp tục học bậc sau đại học các chuyên ngành thuộc lĩnh vực Robot, Điều khiển và Tự động hóa, Điện tử – Viễn thông, Cơ Điện tử, Công nghệ"
"Người tốt nghiệp ngành Trí tuệ nhân tạo có thể làm việc ở vị trí nào trong môi trường quản lý, sản xuất, kinh doanh?","Cán bộ thiết kế, phát triển và bảo trì các hệ thống TTNT&KHDL; Cán bộ nghiên cứu phát triển (R&D); Cán bộ quản lý các hệ thống ứng dụng TTNT.","Cán bộ thiết kế, phát triển và bảo trì các hệ thống trí tuệ nhân tạo và khoa học dữ liệu; Cán bộ nghiên cứu phát triển (R&D) tại các công ty, tập đoàn công nghệ; cán bộ quản"
Người tốt nghiệp ngành Trí tuệ nhân tạo có thể làm việc ở vị trí nào trong môi trường học thuật?,"Trợ giảng, giảng viên, nghiên cứu viên.","Trợ giảng, giảng viên, nghiên cứu viên tại các trường đại học, viện nghiên cứu. "
Sinh viên ngành Trí tuệ nhân tạo cần có kỹ năng ngoại ngữ ở mức độ nào?,Tương đương năng lực ngoại ngữ bậc 3/6 trong Khung năng lực ngoại ngữ Việt Nam.,"Sinh viên ngành Trí tuệ nhân tạo cần có kỹ năng ngoại ngữ ở mức độ tương đương với yêu cầu của chương trình cao học Khoa học Cơ bản và Kỹ thuật, Cao học Khoa học Sáng tạo và"
Sinh viên ngành Trí tuệ nhân tạo có cần kiến thức về khoa học xã hội không?,Có.,"Có, sinh viên ngành Trí tuệ nhân tạo cần kiến thức về khoa học xã hội. Theo ngữ cảnh, sinh viên được trang bị kiến thức tổng hợp về toán, khoa học tự nhiên, khoa học xã hội và"
Sinh viên ngành Trí tuệ nhân tạo cần có kiến thức về khoa học chính trị và pháp luật không?,Có.,Không
"Sinh viên ngành Trí tuệ nhân tạo cần có kiến thức về văn hóa, xã hội và nhân văn không?",Có.,Có
Sinh viên ngành Trí tuệ nhân tạo cần có kiến thức về rèn luyện thể chất và quốc phòng không?,Có.,Tôi không biết
Sinh viên ngành Trí tuệ nhân tạo có cần khả năng làm việc độc lập không?,Có.,"Có, sinh viên ngành Trí tuệ nhân tạo cần có khả năng làm việc độc lập. Điều này được nêu rõ trong ngữ cảnh: ""Sinh viên thuộc chương trình Trí tuệ nhân tạo sẽ được trang bị các kiến"
Sinh viên ngành Trí tuệ nhân tạo có cần khả năng tự lập kế hoạch không?,Có.,"Có, sinh viên ngành Trí tuệ nhân tạo được trang bị các kỹ năng cần thiết để tự học, tự thích nghi và làm việc độc lập, phù hợp với xu hướng toàn cầu hóa và yêu cầu của thị trường lao động"
Sinh viên ngành Trí tuệ nhân tạo có cần tuân thủ đạo đức nghề nghiệp không?,Có.,"Có, sinh viên ngành Trí tuệ nhân tạo cần tuân thủ đạo đức nghề nghiệp. Theo ngữ cảnh, sinh viên tốt nghiệp ngành Trí tuệ nhân tạo có phẩm chất đạo đức cá nhân tốt, chuẩn mực trong lời nói"
"Sinh viên ngành Trí tuệ nhân tạo có cần kiến thức về Toán học, khoa học cơ bản và CNTT không?",Có.,Có
Sinh viên ngành Trí tuệ nhân tạo có cần khả năng sử dụng các ngôn ngữ lập trình không?,Có.,"Có, sinh viên ngành Trí tuệ nhân tạo cần phải có khả năng sử dụng các ngôn ngữ lập trình. Theo thông tin được cung cấp, sinh viên sẽ được trang bị ""Lập trình thành thạo một số ngôn ngữ"
Sinh viên tốt nghiệp ngành Công nghệ Hàng không Vũ trụ cần có kiến thức về những lĩnh vực khoa học công nghệ nào?,Sinh viên tốt nghiệp ngành Công nghệ Hàng không Vũ trụ cần có kiến thức thực tế vững chắc và kiến thức lý thuyết chuyên sâu trong nhiều lĩnh vực khoa học công nghệ.,"Sinh viên tốt nghiệp ngành Công nghệ Hàng không Vũ trụ cần có kiến thức về nhiều lĩnh vực khoa học công nghệ, bao gồm:"
Sinh viên tốt nghiệp ngành Công nghệ Hàng không Vũ trụ cần đạt bậc mấy theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam?,Sinh viên tốt nghiệp ngành Công nghệ Hàng không Vũ trụ cần đạt chuẩn tương đương bậc 3 theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam (B1).,Không biết
Sinh viên ngành Công nghệ Hàng không Vũ trụ cần vận dụng kiến thức nào để học tập và nghiên cứu các học phần khác của các ngành kỹ thuật và công nghệ?,Sinh viên ngành Công nghệ Hàng không Vũ trụ cần vận dụng kiến thức vật lý để học tập và nghiên cứu các học phần khác của các ngành kỹ thuật và công nghệ.,Không có thông tin cụ thể trong ngữ cảnh về việc sinh viên ngành Công nghệ Hàng không Vũ trụ cần vận dụng kiến thức nào để học tập và nghiên cứu các học phần khác của các ngành kỹ thuật và công nghệ. 
Sinh viên ngành Công nghệ Hàng không Vũ trụ cần có khả năng phân tích và lập trình ngôn ngữ lập trình nào?,Sinh viên ngành Công nghệ Hàng không Vũ trụ cần có khả năng phân tích và lập trình một ngôn ngữ lập trình.,"Sinh viên ngành Công nghệ Hàng không Vũ trụ cần có khả năng phân tích và lập trình các ngôn ngữ lập trình nhúng trong hệ thống điều khiển, đặc biệt là các ngôn ngữ lập trình nhúng trong hệ thống điều khiển của thiết bị"
